"age_group","sex","physical_health","cognitive_function","psychological_condition","social_resources","socioeconomic_resources","health_behavior","probability_limited"
"70-79","male","high","mid","low","low","mid","mid",0.125454771439824
"70-79","male","high","low","high","mid","high","high",0.125228366065604
"70-79","female","mid","mid","high","high","high","low",0.12522297980186
"80+","female","mid","mid","mid","mid","high","high",0.125056055788678
"70-79","female","mid","low","mid","mid","low","mid",0.124964263667824
"80+","female","mid","mid","mid","low","mid","high",0.124960171815523
"80+","female","high","low","high","mid","mid","high",0.124775851946346
"80+","male","high","high","low","mid","high","high",0.124763439263632
"65-69","male","low","mid","mid","mid","low","mid",0.124731340415357
"65-69","male","high","low","mid","high","high","high",0.12471755462905
"70-79","female","low","mid","high","mid","low","low",0.124701594494912
"80+","male","high","high","high","low","mid","high",0.12458753329961
"70-79","male","low","high","mid","high","mid","mid",0.124453039246353
"80+","male","high","mid","low","low","high","high",0.124273317382434
"65-69","male","low","mid","mid","mid","mid","high",0.124163985176927
"65-69","female","low","mid","high","low","high","mid",0.124154820676294
"70-79","female","mid","low","mid","mid","high","high",0.124062959369019
"65-69","male","mid","high","low","mid","mid","high",0.1239525467994
"65-69","female","mid","high","low","mid","high","low",0.123935867815744
"70-79","male","high","mid","low","mid","low","mid",0.123926412731216
"80+","female","high","mid","low","low","low","mid",0.123856586588243
"65-69","male","mid","high","low","low","high","high",0.123683337339774
"65-69","female","mid","mid","low","low","high","low",0.123448538428256
"65-69","female","high","low","high","low","mid","mid",0.123201645524111
"80+","female","mid","high","high","mid","high","low",0.123177201849496
"65-69","male","high","high","low","mid","low","low",0.123084537325406
"70-79","male","high","low","mid","low","low","high",0.123071176988836
"80+","male","high","mid","high","mid","mid","low",0.122854530465684
"70-79","female","low","high","low","mid","high","high",0.122821199370343
"70-79","male","low","mid","high","high","low","high",0.122666387831583
"80+","female","mid","high","high","low","low","mid",0.122616779918089
"70-79","male","low","mid","mid","low","low","high",0.122603741142838
"70-79","female","low","low","mid","high","low","mid",0.1225629299397
"65-69","male","low","high","mid","high","low","low",0.122527153563446
"70-79","male","low","high","high","mid","low","low",0.12250703813941
"70-79","female","mid","low","low","low","low","high",0.122478674930603
"65-69","male","high","high","mid","mid","high","low",0.122386145002507
"65-69","female","mid","mid","low","high","high","mid",0.122360880673236
"70-79","female","low","mid","low","low","high","high",0.122337640918982
"65-69","male","mid","high","high","low","high","mid",0.12208256401641
"80+","female","mid","mid","mid","high","mid","mid",0.121914203255581
"80+","female","mid","high","mid","low","high","high",0.121875047386876
"70-79","male","mid","high","mid","high","high","mid",0.121783950482345
"70-79","female","low","low","mid","high","high","high",0.12167653690405
"65-69","female","high","high","low","high","mid","low",0.121575690491342
"65-69","female","low","high","low","high","high","high",0.121565090898554
"70-79","male","high","mid","mid","low","low","low",0.121534118905764
"70-79","female","mid","high","mid","low","low","low",0.121457794988175
"65-69","male","high","high","low","mid","mid","mid",0.121402547136859
"70-79","male","high","mid","low","mid","mid","high",0.121325270821655
"70-79","female","low","high","low","low","mid","mid",0.121195551522501
"65-69","male","high","high","low","low","high","mid",0.121138110135659
"80+","female","mid","high","mid","mid","low","mid",0.121094808958172
"65-69","female","low","low","mid","mid","mid","mid",0.121089033014821
"80+","female","high","low","mid","mid","low","high",0.121061296503716
"70-79","male","high","mid","mid","low","high","mid",0.121031306220895
"65-69","female","high","low","low","high","high","high",0.12097968887536
"65-69","male","low","high","mid","high","mid","mid",0.120851730494878
"65-69","female","low","mid","high","high","mid","low",0.120833958517019
"65-69","female","low","mid","mid","low","mid","low",0.120772118838876
"70-79","female","high","mid","low","high","high","high",0.120689939012532
"70-79","female","high","high","low","low","mid","low",0.120627327931719
"80+","female","high","high","high","mid","low","low",0.120598880654731
"65-69","male","mid","high","mid","mid","high","mid",0.120566312776528
"80+","female","mid","mid","high","low","low","high",0.120560990697579
"70-79","male","high","low","high","mid","low","mid",0.12051540639846
"70-79","female","high","high","high","low","low","low",0.120477251994581
"80+","female","low","mid","mid","high","mid","high",0.120356617339426
"70-79","female","low","high","high","low","high","high",0.12023976723554
"80+","female","high","mid","low","mid","high","high",0.120189683912348
"65-69","female","low","mid","low","low","low","low",0.120135929660338
"65-69","female","high","low","mid","mid","mid","low",0.119974308755906
"65-69","male","high","low","high","high","low","high",0.119849727155686
"70-79","male","mid","high","high","high","mid","low",0.119827936592363
"80+","male","high","high","high","mid","high","low",0.119814273790759
"70-79","female","high","high","low","high","mid","mid",0.119561136353897
"70-79","female","high","high","high","high","high","low",0.119548520494678
"80+","female","low","high","mid","mid","low","high",0.119546266445545
"70-79","male","mid","mid","low","low","low","high",0.119524860554254
"80+","male","high","mid","high","high","mid","mid",0.119524091433508
"70-79","male","high","low","mid","high","high","high",0.119194154441531
"70-79","male","low","high","high","high","low","mid",0.119184739223551
"70-79","male","low","high","mid","low","low","mid",0.119123629210462
"70-79","male","mid","high","mid","low","mid","high",0.119113873803278
"65-69","female","low","mid","low","high","low","mid",0.119073493296768
"80+","female","mid","mid","mid","mid","low","high",0.119061074351527
"65-69","male","high","high","mid","low","mid","low",0.119052353528803
"65-69","male","mid","high","mid","low","low","low",0.118908018610689
"80+","female","mid","high","mid","high","high","mid",0.118894062490378
"70-79","male","low","high","high","mid","mid","mid",0.118831037445013
"80+","female","high","low","mid","high","mid","high",0.11876048477225
"80+","female","mid","high","high","low","mid","mid",0.118693353170648
"80+","female","mid","high","low","low","low","high",0.118675746918139
"65-69","male","high","mid","high","high","low","low",0.118347472588129
"80+","male","high","mid","low","low","low","high",0.11831078521294
"70-79","male","high","high","high","low","mid","high",0.118149708756081
"70-79","male","low","high","mid","mid","high","high",0.11798691332108
"70-79","female","high","low","mid","mid","mid","mid",0.117982726077496
"70-79","male","mid","mid","high","low","low","mid",0.117970662916324
"70-79","male","low","high","low","low","low","high",0.117952142377959
"65-69","male","mid","low","high","mid","high","mid",0.117952016541874
"70-79","female","high","mid","mid","low","mid","low",0.117672853266637
"65-69","male","mid","mid","high","low","high","high",0.117581791948168
"80+","female","high","mid","high","high","high","mid",0.117531103031944
"80+","female","low","high","mid","high","high","high",0.11736990457696
"70-79","male","mid","mid","mid","high","high","high",0.11729271646479
"65-69","male","mid","high","mid","low","mid","mid",0.117275469107886
"80+","female","mid","high","mid","mid","mid","mid",0.117213575482851
"70-79","female","high","low","mid","low","high","mid",0.117211227092894
"65-69","male","low","mid","high","high","low","high",0.117133647972375
"65-69","male","high","high","low","mid","high","high",0.117131667312274
"80+","male","mid","high","high","low","low","high",0.117119071299994
"65-69","male","low","mid","mid","low","low","high",0.117073449840869
"70-79","female","low","low","high","mid","low","mid",0.1170149000583
"65-69","male","low","high","high","mid","low","low",0.116980527253182
"70-79","male","high","high","mid","mid","high","low",0.116952200442794
"80+","male","high","mid","mid","high","mid","low",0.116919415337109
"65-69","female","high","mid","low","mid","high","low",0.116907646733318
"80+","female","high","high","high","mid","mid","low",0.116731431174198
"65-69","male","high","mid","low","low","high","high",0.116667529777383
"65-69","male","low","high","mid","high","high","high",0.11659765656047
"80+","male","high","high","high","high","high","mid",0.116555300786534
"70-79","male","mid","mid","mid","mid","low","mid",0.116498704163795
"70-79","male","high","mid","high","mid","mid","low",0.116494338860007
"70-79","female","mid","mid","mid","high","low","low",0.116489916148047
"70-79","female","high","low","high","high","mid","high",0.116471228139034
"70-79","female","mid","mid","low","mid","high","high",0.116460653549019
"80+","male","mid","mid","mid","high","mid","high",0.116443814988912
"65-69","female","low","mid","mid","high","high","low",0.116374522680687
"80+","female","high","high","low","mid","low","mid",0.116362082691247
"70-79","male","high","high","low","high","low","high",0.116355675818633
"70-79","female","low","low","high","mid","high","high",0.116163319174477
"80+","male","high","high","mid","mid","low","low",0.116129151610434
"70-79","male","mid","high","low","low","low","mid",0.116120576432121
"65-69","male","mid","mid","mid","mid","high","high",0.11611404651958
"65-69","male","high","low","mid","mid","low","mid",0.115960665688113
"70-79","male","high","high","low","low","high","mid",0.115752269695658
"65-69","male","mid","mid","low","low","low","mid",0.11572545210001
"80+","female","low","high","mid","mid","mid","high",0.115708131458162
"80+","male","mid","high","mid","mid","low","high",0.115656344852788
"65-69","male","mid","low","mid","high","low","high",0.115485533312165
"70-79","male","mid","mid","high","low","mid","high",0.11547805100583
"65-69","female","mid","mid","low","mid","mid","low",0.115431149866674
"65-69","male","low","high","high","mid","mid","mid",0.115370976115682
"70-79","female","mid","high","low","mid","mid","mid",0.115366217235619
"70-79","female","mid","mid","mid","low","high","mid",0.115337279523936
"65-69","male","mid","mid","low","low","mid","high",0.115193669911401
"80+","male","high","high","low","low","low","mid",0.114936566226779
